id,session_id,event_entry_id,race_id,driver_id,constructor_id,classification_position,grid_position,finish_position,points,status,laps_completed,fastest_lap_rank,source_label
2026-07-catalunya|R|leclerc,2026-07-catalunya|R,2026-07-catalunya|leclerc,2026-07-catalunya,leclerc,ferrari,15,10.0,15.0,0.0,Retired,,,fastf1_session_result_v1
2026-07-catalunya|R|antonelli,2026-07-catalunya|R,2026-07-catalunya|antonelli,2026-07-catalunya,antonelli,mercedes,16,3.0,16.0,0.0,Retired,,,fastf1_session_result_v1
2026-07-catalunya|R|bearman,2026-07-catalunya|R,2026-07-catalunya|bearman,2026-07-catalunya,bearman,haas,17,15.0,17.0,0.0,Retired,,,fastf1_session_result_v1
2026-07-catalunya|R|albon,2026-07-catalunya|R,2026-07-catalunya|albon,2026-07-catalunya,albon,williams,R,18.0,18.0,0.0,Lapped,,,fastf1_session_result_v1
2026-07-catalunya|R|alonso,2026-07-catalunya|R,2026-07-catalunya|alonso,2026-07-catalunya,alonso,aston_martin,R,22.0,19.0,0.0,Retired,,,fastf1_session_result_v1
2026-07-catalunya|R|hulkenberg,2026-07-catalunya|R,2026-07-catalunya|hulkenberg,2026-07-catalunya,hulkenberg,audi,R,9.0,20.0,0.0,Retired,,,fastf1_session_result_v1
2026-07-catalunya|R|bottas,2026-07-catalunya|R,2026-07-catalunya|bottas,2026-07-catalunya,bottas,cadillac,R,20.0,21.0,0.0,Retired,,,fastf1_session_result_v1
2026-07-catalunya|R|stroll,2026-07-catalunya|R,2026-07-catalunya|stroll,2026-07-catalunya,stroll,aston_martin,R,21.0,22.0,0.0,Retired,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|russell,2026-08-red_bull_ring|R,2026-08-red_bull_ring|russell,2026-08-red_bull_ring,russell,mercedes,1,1.0,1.0,25.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|max_verstappen,2026-08-red_bull_ring|R,2026-08-red_bull_ring|max_verstappen,2026-08-red_bull_ring,max_verstappen,red_bull,2,5.0,2.0,18.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|antonelli,2026-08-red_bull_ring|R,2026-08-red_bull_ring|antonelli,2026-08-red_bull_ring,antonelli,mercedes,3,4.0,3.0,15.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|piastri,2026-08-red_bull_ring|R,2026-08-red_bull_ring|piastri,2026-08-red_bull_ring,piastri,mclaren,4,7.0,4.0,12.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|hamilton,2026-08-red_bull_ring|R,2026-08-red_bull_ring|hamilton,2026-08-red_bull_ring,hamilton,ferrari,5,3.0,5.0,10.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|hadjar,2026-08-red_bull_ring|R,2026-08-red_bull_ring|hadjar,2026-08-red_bull_ring,hadjar,red_bull,6,8.0,6.0,8.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|norris,2026-08-red_bull_ring|R,2026-08-red_bull_ring|norris,2026-08-red_bull_ring,norris,mclaren,7,6.0,7.0,6.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|leclerc,2026-08-red_bull_ring|R,2026-08-red_bull_ring|leclerc,2026-08-red_bull_ring,leclerc,ferrari,8,2.0,8.0,4.0,Finished,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|lawson,2026-08-red_bull_ring|R,2026-08-red_bull_ring|lawson,2026-08-red_bull_ring,lawson,rb,9,9.0,9.0,2.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|arvid_lindblad,2026-08-red_bull_ring|R,2026-08-red_bull_ring|arvid_lindblad,2026-08-red_bull_ring,arvid_lindblad,rb,10,10.0,10.0,1.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|bortoleto,2026-08-red_bull_ring|R,2026-08-red_bull_ring|bortoleto,2026-08-red_bull_ring,bortoleto,audi,11,12.0,11.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|hulkenberg,2026-08-red_bull_ring|R,2026-08-red_bull_ring|hulkenberg,2026-08-red_bull_ring,hulkenberg,audi,12,14.0,12.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|gasly,2026-08-red_bull_ring|R,2026-08-red_bull_ring|gasly,2026-08-red_bull_ring,gasly,alpine,13,11.0,13.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|bearman,2026-08-red_bull_ring|R,2026-08-red_bull_ring|bearman,2026-08-red_bull_ring,bearman,haas,14,13.0,14.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|colapinto,2026-08-red_bull_ring|R,2026-08-red_bull_ring|colapinto,2026-08-red_bull_ring,colapinto,alpine,15,16.0,15.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|ocon,2026-08-red_bull_ring|R,2026-08-red_bull_ring|ocon,2026-08-red_bull_ring,ocon,haas,16,15.0,16.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|albon,2026-08-red_bull_ring|R,2026-08-red_bull_ring|albon,2026-08-red_bull_ring,albon,williams,17,18.0,17.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|alonso,2026-08-red_bull_ring|R,2026-08-red_bull_ring|alonso,2026-08-red_bull_ring,alonso,aston_martin,18,21.0,18.0,0.0,Lapped,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|stroll,2026-08-red_bull_ring|R,2026-08-red_bull_ring|stroll,2026-08-red_bull_ring,stroll,aston_martin,R,22.0,19.0,0.0,Retired,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|sainz,2026-08-red_bull_ring|R,2026-08-red_bull_ring|sainz,2026-08-red_bull_ring,sainz,williams,R,17.0,20.0,0.0,Retired,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|perez,2026-08-red_bull_ring|R,2026-08-red_bull_ring|perez,2026-08-red_bull_ring,perez,cadillac,R,19.0,21.0,0.0,Retired,,,fastf1_session_result_v1
2026-08-red_bull_ring|R|bottas,2026-08-red_bull_ring|R,2026-08-red_bull_ring|bottas,2026-08-red_bull_ring,bottas,cadillac,R,20.0,22.0,0.0,Retired,,,fastf1_session_result_v1
2026-09-silverstone|R|leclerc,2026-09-silverstone|R,2026-09-silverstone|leclerc,2026-09-silverstone,leclerc,ferrari,1,2.0,1.0,25.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|russell,2026-09-silverstone|R,2026-09-silverstone|russell,2026-09-silverstone,russell,mercedes,2,4.0,2.0,18.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|hamilton,2026-09-silverstone|R,2026-09-silverstone|hamilton,2026-09-silverstone,hamilton,ferrari,3,3.0,3.0,15.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|norris,2026-09-silverstone|R,2026-09-silverstone|norris,2026-09-silverstone,norris,mclaren,4,6.0,4.0,12.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|hadjar,2026-09-silverstone|R,2026-09-silverstone|hadjar,2026-09-silverstone,hadjar,red_bull,5,5.0,5.0,10.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|lawson,2026-09-silverstone|R,2026-09-silverstone|lawson,2026-09-silverstone,lawson,rb,6,10.0,6.0,8.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|arvid_lindblad,2026-09-silverstone|R,2026-09-silverstone|arvid_lindblad,2026-09-silverstone,arvid_lindblad,rb,7,9.0,7.0,6.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|bortoleto,2026-09-silverstone|R,2026-09-silverstone|bortoleto,2026-09-silverstone,bortoleto,audi,8,11.0,8.0,4.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|colapinto,2026-09-silverstone|R,2026-09-silverstone|colapinto,2026-09-silverstone,colapinto,alpine,9,19.0,9.0,2.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|gasly,2026-09-silverstone|R,2026-09-silverstone|gasly,2026-09-silverstone,gasly,alpine,10,15.0,10.0,1.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|piastri,2026-09-silverstone|R,2026-09-silverstone|piastri,2026-09-silverstone,piastri,mclaren,11,8.0,11.0,0.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|bearman,2026-09-silverstone|R,2026-09-silverstone|bearman,2026-09-silverstone,bearman,haas,12,13.0,12.0,0.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|ocon,2026-09-silverstone|R,2026-09-silverstone|ocon,2026-09-silverstone,ocon,haas,13,17.0,13.0,0.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|perez,2026-09-silverstone|R,2026-09-silverstone|perez,2026-09-silverstone,perez,cadillac,14,20.0,14.0,0.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|antonelli,2026-09-silverstone|R,2026-09-silverstone|antonelli,2026-09-silverstone,antonelli,mercedes,15,1.0,15.0,0.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|bottas,2026-09-silverstone|R,2026-09-silverstone|bottas,2026-09-silverstone,bottas,cadillac,16,18.0,16.0,0.0,Finished,,,fastf1_session_result_v1
2026-09-silverstone|R|sainz,2026-09-silverstone|R,2026-09-silverstone|sainz,2026-09-silverstone,sainz,williams,17,14.0,17.0,0.0,Lapped,,,fastf1_session_result_v1
2026-09-silverstone|R|alonso,2026-09-silverstone|R,2026-09-silverstone|alonso,2026-09-silverstone,alonso,aston_martin,18,21.0,18.0,0.0,Lapped,,,fastf1_session_result_v1
2026-09-silverstone|R|stroll,2026-09-silverstone|R,2026-09-silverstone|stroll,2026-09-silverstone,stroll,aston_martin,19,22.0,19.0,0.0,Lapped,,,fastf1_session_result_v1
2026-09-silverstone|R|max_verstappen,2026-09-silverstone|R,2026-09-silverstone|max_verstappen,2026-09-silverstone,max_verstappen,red_bull,20,7.0,20.0,0.0,Retired,,,fastf1_session_result_v1
2026-09-silverstone|R|albon,2026-09-silverstone|R,2026-09-silverstone|albon,2026-09-silverstone,albon,williams,R,16.0,21.0,0.0,Retired,,,fastf1_session_result_v1
2026-09-silverstone|R|hulkenberg,2026-09-silverstone|R,2026-09-silverstone|hulkenberg,2026-09-silverstone,hulkenberg,audi,R,12.0,22.0,0.0,Retired,,,fastf1_session_result_v1
2026-10-spa|FP1|norris,2026-10-spa|FP1,2026-10-spa|norris,2026-10-spa,norris,mclaren,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|max_verstappen,2026-10-spa|FP1,2026-10-spa|max_verstappen,2026-10-spa,max_verstappen,red_bull,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|bortoleto,2026-10-spa|FP1,2026-10-spa|bortoleto,2026-10-spa,bortoleto,audi,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|hadjar,2026-10-spa|FP1,2026-10-spa|hadjar,2026-10-spa,hadjar,red_bull,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|gasly,2026-10-spa|FP1,2026-10-spa|gasly,2026-10-spa,gasly,alpine,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|perez,2026-10-spa|FP1,2026-10-spa|perez,2026-10-spa,perez,cadillac,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|antonelli,2026-10-spa|FP1,2026-10-spa|antonelli,2026-10-spa,antonelli,mercedes,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|leclerc,2026-10-spa|FP1,2026-10-spa|leclerc,2026-10-spa,leclerc,ferrari,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|stroll,2026-10-spa|FP1,2026-10-spa|stroll,2026-10-spa,stroll,aston_martin,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|albon,2026-10-spa|FP1,2026-10-spa|albon,2026-10-spa,albon,williams,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|hulkenberg,2026-10-spa|FP1,2026-10-spa|hulkenberg,2026-10-spa,hulkenberg,audi,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|lawson,2026-10-spa|FP1,2026-10-spa|lawson,2026-10-spa,lawson,rb,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|ocon,2026-10-spa|FP1,2026-10-spa|ocon,2026-10-spa,ocon,haas,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|arvid_lindblad,2026-10-spa|FP1,2026-10-spa|arvid_lindblad,2026-10-spa,arvid_lindblad,rb,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|colapinto,2026-10-spa|FP1,2026-10-spa|colapinto,2026-10-spa,colapinto,alpine,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|hamilton,2026-10-spa|FP1,2026-10-spa|hamilton,2026-10-spa,hamilton,ferrari,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|sainz,2026-10-spa|FP1,2026-10-spa|sainz,2026-10-spa,sainz,williams,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|russell,2026-10-spa|FP1,2026-10-spa|russell,2026-10-spa,russell,mercedes,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|bottas,2026-10-spa|FP1,2026-10-spa|bottas,2026-10-spa,bottas,cadillac,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|piastri,2026-10-spa|FP1,2026-10-spa|piastri,2026-10-spa,piastri,mclaren,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP1|bearman,2026-10-spa|FP1,2026-10-spa|bearman,2026-10-spa,bearman,haas,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|norris,2026-10-spa|FP2,2026-10-spa|norris,2026-10-spa,norris,mclaren,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|max_verstappen,2026-10-spa|FP2,2026-10-spa|max_verstappen,2026-10-spa,max_verstappen,red_bull,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|bortoleto,2026-10-spa|FP2,2026-10-spa|bortoleto,2026-10-spa,bortoleto,audi,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|hadjar,2026-10-spa|FP2,2026-10-spa|hadjar,2026-10-spa,hadjar,red_bull,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|gasly,2026-10-spa|FP2,2026-10-spa|gasly,2026-10-spa,gasly,alpine,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|perez,2026-10-spa|FP2,2026-10-spa|perez,2026-10-spa,perez,cadillac,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|antonelli,2026-10-spa|FP2,2026-10-spa|antonelli,2026-10-spa,antonelli,mercedes,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|alonso,2026-10-spa|FP2,2026-10-spa|alonso,2026-10-spa,alonso,aston_martin,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|leclerc,2026-10-spa|FP2,2026-10-spa|leclerc,2026-10-spa,leclerc,ferrari,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|stroll,2026-10-spa|FP2,2026-10-spa|stroll,2026-10-spa,stroll,aston_martin,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|albon,2026-10-spa|FP2,2026-10-spa|albon,2026-10-spa,albon,williams,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|hulkenberg,2026-10-spa|FP2,2026-10-spa|hulkenberg,2026-10-spa,hulkenberg,audi,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|lawson,2026-10-spa|FP2,2026-10-spa|lawson,2026-10-spa,lawson,rb,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|ocon,2026-10-spa|FP2,2026-10-spa|ocon,2026-10-spa,ocon,haas,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|arvid_lindblad,2026-10-spa|FP2,2026-10-spa|arvid_lindblad,2026-10-spa,arvid_lindblad,rb,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|colapinto,2026-10-spa|FP2,2026-10-spa|colapinto,2026-10-spa,colapinto,alpine,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|hamilton,2026-10-spa|FP2,2026-10-spa|hamilton,2026-10-spa,hamilton,ferrari,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|sainz,2026-10-spa|FP2,2026-10-spa|sainz,2026-10-spa,sainz,williams,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|russell,2026-10-spa|FP2,2026-10-spa|russell,2026-10-spa,russell,mercedes,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|bottas,2026-10-spa|FP2,2026-10-spa|bottas,2026-10-spa,bottas,cadillac,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|piastri,2026-10-spa|FP2,2026-10-spa|piastri,2026-10-spa,piastri,mclaren,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP2|bearman,2026-10-spa|FP2,2026-10-spa|bearman,2026-10-spa,bearman,haas,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|norris,2026-10-spa|FP3,2026-10-spa|norris,2026-10-spa,norris,mclaren,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|max_verstappen,2026-10-spa|FP3,2026-10-spa|max_verstappen,2026-10-spa,max_verstappen,red_bull,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|bortoleto,2026-10-spa|FP3,2026-10-spa|bortoleto,2026-10-spa,bortoleto,audi,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|hadjar,2026-10-spa|FP3,2026-10-spa|hadjar,2026-10-spa,hadjar,red_bull,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|gasly,2026-10-spa|FP3,2026-10-spa|gasly,2026-10-spa,gasly,alpine,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|perez,2026-10-spa|FP3,2026-10-spa|perez,2026-10-spa,perez,cadillac,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|antonelli,2026-10-spa|FP3,2026-10-spa|antonelli,2026-10-spa,antonelli,mercedes,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|alonso,2026-10-spa|FP3,2026-10-spa|alonso,2026-10-spa,alonso,aston_martin,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|leclerc,2026-10-spa|FP3,2026-10-spa|leclerc,2026-10-spa,leclerc,ferrari,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|stroll,2026-10-spa|FP3,2026-10-spa|stroll,2026-10-spa,stroll,aston_martin,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|albon,2026-10-spa|FP3,2026-10-spa|albon,2026-10-spa,albon,williams,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|hulkenberg,2026-10-spa|FP3,2026-10-spa|hulkenberg,2026-10-spa,hulkenberg,audi,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|lawson,2026-10-spa|FP3,2026-10-spa|lawson,2026-10-spa,lawson,rb,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|ocon,2026-10-spa|FP3,2026-10-spa|ocon,2026-10-spa,ocon,haas,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|arvid_lindblad,2026-10-spa|FP3,2026-10-spa|arvid_lindblad,2026-10-spa,arvid_lindblad,rb,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|colapinto,2026-10-spa|FP3,2026-10-spa|colapinto,2026-10-spa,colapinto,alpine,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|hamilton,2026-10-spa|FP3,2026-10-spa|hamilton,2026-10-spa,hamilton,ferrari,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|sainz,2026-10-spa|FP3,2026-10-spa|sainz,2026-10-spa,sainz,williams,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|russell,2026-10-spa|FP3,2026-10-spa|russell,2026-10-spa,russell,mercedes,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|bottas,2026-10-spa|FP3,2026-10-spa|bottas,2026-10-spa,bottas,cadillac,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|piastri,2026-10-spa|FP3,2026-10-spa|piastri,2026-10-spa,piastri,mclaren,,,,,,,,fastf1_session_result_v1
2026-10-spa|FP3|bearman,2026-10-spa|FP3,2026-10-spa|bearman,2026-10-spa,bearman,haas,,,,,,,,fastf1_session_result_v1
2026-10-spa|Q|antonelli,2026-10-spa|Q,2026-10-spa|antonelli,2026-10-spa,antonelli,mercedes,1.0,,1.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|max_verstappen,2026-10-spa|Q,2026-10-spa|max_verstappen,2026-10-spa,max_verstappen,red_bull,2.0,,2.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|norris,2026-10-spa|Q,2026-10-spa|norris,2026-10-spa,norris,mclaren,3.0,,3.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|russell,2026-10-spa|Q,2026-10-spa|russell,2026-10-spa,russell,mercedes,4.0,,4.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|leclerc,2026-10-spa|Q,2026-10-spa|leclerc,2026-10-spa,leclerc,ferrari,5.0,,5.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|hamilton,2026-10-spa|Q,2026-10-spa|hamilton,2026-10-spa,hamilton,ferrari,6.0,,6.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|piastri,2026-10-spa|Q,2026-10-spa|piastri,2026-10-spa,piastri,mclaren,7.0,,7.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|arvid_lindblad,2026-10-spa|Q,2026-10-spa|arvid_lindblad,2026-10-spa,arvid_lindblad,rb,8.0,,8.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|bortoleto,2026-10-spa|Q,2026-10-spa|bortoleto,2026-10-spa,bortoleto,audi,9.0,,9.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|hadjar,2026-10-spa|Q,2026-10-spa|hadjar,2026-10-spa,hadjar,red_bull,10.0,,10.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|lawson,2026-10-spa|Q,2026-10-spa|lawson,2026-10-spa,lawson,rb,11.0,,11.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|gasly,2026-10-spa|Q,2026-10-spa|gasly,2026-10-spa,gasly,alpine,12.0,,12.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|colapinto,2026-10-spa|Q,2026-10-spa|colapinto,2026-10-spa,colapinto,alpine,13.0,,13.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|hulkenberg,2026-10-spa|Q,2026-10-spa|hulkenberg,2026-10-spa,hulkenberg,audi,14.0,,14.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|sainz,2026-10-spa|Q,2026-10-spa|sainz,2026-10-spa,sainz,williams,15.0,,15.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|bearman,2026-10-spa|Q,2026-10-spa|bearman,2026-10-spa,bearman,haas,16.0,,16.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|albon,2026-10-spa|Q,2026-10-spa|albon,2026-10-spa,albon,williams,17.0,,17.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|ocon,2026-10-spa|Q,2026-10-spa|ocon,2026-10-spa,ocon,haas,18.0,,18.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|bottas,2026-10-spa|Q,2026-10-spa|bottas,2026-10-spa,bottas,cadillac,19.0,,19.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|perez,2026-10-spa|Q,2026-10-spa|perez,2026-10-spa,perez,cadillac,20.0,,20.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|alonso,2026-10-spa|Q,2026-10-spa|alonso,2026-10-spa,alonso,aston_martin,21.0,,21.0,,,,,fastf1_session_result_v1
2026-10-spa|Q|stroll,2026-10-spa|Q,2026-10-spa|stroll,2026-10-spa,stroll,aston_martin,22.0,,22.0,,,,,fastf1_session_result_v1
2026-10-spa|R|antonelli,2026-10-spa|R,2026-10-spa|antonelli,2026-10-spa,antonelli,mercedes,1,1.0,1.0,25.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|leclerc,2026-10-spa|R,2026-10-spa|leclerc,2026-10-spa,leclerc,ferrari,2,4.0,2.0,18.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|max_verstappen,2026-10-spa|R,2026-10-spa|max_verstappen,2026-10-spa,max_verstappen,red_bull,3,2.0,3.0,15.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|hamilton,2026-10-spa|R,2026-10-spa|hamilton,2026-10-spa,hamilton,ferrari,4,5.0,4.0,12.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|piastri,2026-10-spa|R,2026-10-spa|piastri,2026-10-spa,piastri,mclaren,5,6.0,5.0,10.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|hadjar,2026-10-spa|R,2026-10-spa|hadjar,2026-10-spa,hadjar,red_bull,6,21.0,6.0,8.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|norris,2026-10-spa|R,2026-10-spa|norris,2026-10-spa,norris,mclaren,7,13.0,7.0,6.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|bortoleto,2026-10-spa|R,2026-10-spa|bortoleto,2026-10-spa,bortoleto,audi,8,8.0,8.0,4.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|arvid_lindblad,2026-10-spa|R,2026-10-spa|arvid_lindblad,2026-10-spa,arvid_lindblad,rb,9,7.0,9.0,2.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|colapinto,2026-10-spa|R,2026-10-spa|colapinto,2026-10-spa,colapinto,alpine,10,11.0,10.0,1.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|gasly,2026-10-spa|R,2026-10-spa|gasly,2026-10-spa,gasly,alpine,11,10.0,11.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|lawson,2026-10-spa|R,2026-10-spa|lawson,2026-10-spa,lawson,rb,12,9.0,12.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|hulkenberg,2026-10-spa|R,2026-10-spa|hulkenberg,2026-10-spa,hulkenberg,audi,13,12.0,13.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|bearman,2026-10-spa|R,2026-10-spa|bearman,2026-10-spa,bearman,haas,14,14.0,14.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|albon,2026-10-spa|R,2026-10-spa|albon,2026-10-spa,albon,williams,15,15.0,15.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|sainz,2026-10-spa|R,2026-10-spa|sainz,2026-10-spa,sainz,williams,16,19.0,16.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|ocon,2026-10-spa|R,2026-10-spa|ocon,2026-10-spa,ocon,haas,17,16.0,17.0,0.0,Finished,,,fastf1_session_result_v1
2026-10-spa|R|bottas,2026-10-spa|R,2026-10-spa|bottas,2026-10-spa,bottas,cadillac,18,17.0,18.0,0.0,Lapped,,,fastf1_session_result_v1
2026-10-spa|R|alonso,2026-10-spa|R,2026-10-spa|alonso,2026-10-spa,alonso,aston_martin,19,22.0,19.0,0.0,Lapped,,,fastf1_session_result_v1
2026-10-spa|R|stroll,2026-10-spa|R,2026-10-spa|stroll,2026-10-spa,stroll,aston_martin,R,20.0,20.0,0.0,Retired,,,fastf1_session_result_v1
2026-10-spa|R|perez,2026-10-spa|R,2026-10-spa|perez,2026-10-spa,perez,cadillac,R,18.0,21.0,0.0,Retired,,,fastf1_session_result_v1
2026-10-spa|R|russell,2026-10-spa|R,2026-10-spa|russell,2026-10-spa,russell,mercedes,R,3.0,22.0,0.0,Retired,,,fastf1_session_result_v1
